vote_2016,vote_2020,sex,race,household_income,education,state,age,vote_trump,vote_biden,not_sure,someone_else
Hillary Clinton,I am not sure/don't know,male,black/african american/negro,"$65,000 to $69,999",High school graduate,SC,58,0,0,1,0
Was not eligible to vote,Donald Trump,female,white,"$50,000 to $54,999","Completed some college, but no degree",WI,30,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$125,000 to $149,999",Masters degree,PA,38,0,1,0,0
Don't recall,Joe Biden,male,white,"Less than $14,999",High school graduate,NY,27,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",MN,38,0,1,0,0
Don't recall,I am not sure/don't know,male,white,"Less than $14,999",High school graduate,NM,19,0,0,1,0
"Did not vote, but was eligible",I am not sure/don't know,male,white,"Less than $14,999",Completed some high school,OH,42,0,0,1,0
Hillary Clinton,Joe Biden,male,white,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",NH,34,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$35,000 to $39,999",High school graduate,MI,38,0,1,0,0
Was not eligible to vote,Joe Biden,female,white,"Less than $14,999",Completed some high school,CO,21,0,1,0,0
Donald Trump,Donald Trump,male,white,"$175,000 to $199,999",Masters degree,VA,40,1,0,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"Less than $14,999",Completed some high school,MI,45,0,1,0,0
Was not eligible to vote,Joe Biden,female,other asian or pacific islander,"$50,000 to $54,999","Completed some college, but no degree",PA,19,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$100,000 to $124,999",Masters degree,CA,65,0,1,0,0
Donald Trump,Donald Trump,female,white,"$20,000 to $24,999",High school graduate,AZ,61,1,0,0,0
Donald Trump,Donald Trump,male,white,"$250,000 and above","College Degree (such as B.A., B.S.)",KY,40,1,0,0,0
Gary Johnson,Joe Biden,female,white,NA,"College Degree (such as B.A., B.S.)",MN,48,0,1,0,0
Someone else:,Joe Biden,female,white,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",NV,37,0,1,0,0
Was not eligible to vote,Joe Biden,male,white,"$15,000 to $19,999","Completed some college, but no degree",IL,20,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$200,000 to $249,999",Masters degree,NY,42,0,1,0,0
Hillary Clinton,Joe Biden,female,"other race, nec","$65,000 to $69,999","Completed some graduate, but no degree",GA,19,0,1,0,0
Donald Trump,Joe Biden,male,white,"$150,000 to $174,999",Masters degree,VA,45,0,1,0,0
Donald Trump,Donald Trump,female,white,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",IN,67,1,0,0,0
"Did not vote, but was eligible",Joe Biden,male,black/african american/negro,"$35,000 to $39,999",Completed some high school,MD,29,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$50,000 to $54,999",Associate Degree,CA,68,0,1,0,0
Donald Trump,Joe Biden,male,white,"$25,000 to $29,999","Completed some college, but no degree",TX,54,0,1,0,0
Was not eligible to vote,I am not sure/don't know,male,white,NA,Completed some high school,NY,18,0,0,1,0
Hillary Clinton,Joe Biden,female,other asian or pacific islander,NA,"College Degree (such as B.A., B.S.)",FL,62,0,1,0,0
Was not eligible to vote,Joe Biden,male,chinese,"$250,000 and above",Masters degree,NJ,31,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$30,000 to $34,999",Associate Degree,FL,43,0,1,0,0
Donald Trump,Donald Trump,male,other asian or pacific islander,"Less than $14,999",Completed some high school,TX,42,1,0,0,0
Was not eligible to vote,Someone else,female,white,"$100,000 to $124,999","Completed some college, but no degree",PA,77,0,0,0,1
Hillary Clinton,Joe Biden,female,white,NA,"College Degree (such as B.A., B.S.)",CA,23,0,1,0,0
Hillary Clinton,I am not sure/don't know,female,white,"Less than $14,999",High school graduate,OH,64,0,0,1,0
Donald Trump,Donald Trump,male,white,"$200,000 to $249,999",Doctorate degree,WI,41,1,0,0,0
Hillary Clinton,Joe Biden,male,black/african american/negro,"Less than $14,999",High school graduate,FL,19,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"Less than $14,999","Completed some college, but no degree",MI,62,0,1,0,0
Was not eligible to vote,Donald Trump,female,"other race, nec","Less than $14,999","Completed some college, but no degree",VA,19,1,0,0,0
Donald Trump,Donald Trump,male,white,"$45,000 to $49,999",High school graduate,VA,20,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$40,000 to $44,999",Associate Degree,CA,30,0,1,0,0
Was not eligible to vote,Joe Biden,male,white,"Less than $14,999","Completed some college, but no degree",IA,19,0,1,0,0
Donald Trump,Donald Trump,male,white,"$200,000 to $249,999",Masters degree,OH,42,1,0,0,0
Was not eligible to vote,I am not sure/don't know,male,black/african american/negro,NA,"Completed some college, but no degree",IL,19,0,0,1,0
Donald Trump,Donald Trump,male,white,"$60,000 to $64,999",High school graduate,VA,42,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$25,000 to $29,999",Completed some high school,MI,61,0,1,0,0
"Did not vote, but was eligible",Joe Biden,female,white,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",MA,22,0,1,0,0
Donald Trump,Donald Trump,male,white,"$200,000 to $249,999",Doctorate degree,NJ,39,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$75,000 to $79,999",Masters degree,CA,66,0,1,0,0
Hillary Clinton,Donald Trump,male,white,"Less than $14,999",Completed some high school,TN,38,1,0,0,0
Gary Johnson,I am not sure/don't know,female,white,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",CA,45,0,0,1,0
Hillary Clinton,Joe Biden,male,white,"$200,000 to $249,999",Masters degree,NY,35,0,1,0,0
Donald Trump,Joe Biden,male,white,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",MO,25,0,1,0,0
Donald Trump,Donald Trump,female,white,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",OH,35,1,0,0,0
Hillary Clinton,Joe Biden,male,"other race, nec","Less than $14,999",Associate Degree,TX,25,0,1,0,0
Was not eligible to vote,I am not sure/don't know,female,"other race, nec",NA,"Completed some college, but no degree",NY,19,0,0,1,0
Hillary Clinton,Joe Biden,male,black/african american/negro,"$125,000 to $149,999",High school graduate,MD,70,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$45,000 to $49,999","Completed some college, but no degree",AZ,82,0,1,0,0
Gary Johnson,Donald Trump,male,white,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",OH,70,1,0,0,0
Donald Trump,Donald Trump,male,white,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",ME,50,1,0,0,0
"Did not vote, but was eligible",Joe Biden,male,white,"Less than $14,999",High school graduate,CA,20,0,1,0,0
Donald Trump,Donald Trump,male,white,"$200,000 to $249,999",Doctorate degree,NJ,35,1,0,0,0
Don't recall,I am not sure/don't know,female,"other race, nec","$20,000 to $24,999",High school graduate,CA,20,0,0,1,0
Hillary Clinton,Joe Biden,female,white,"$35,000 to $39,999",Other post high school vocational training,OH,24,0,1,0,0
Donald Trump,Donald Trump,male,white,"$50,000 to $54,999","Completed some college, but no degree",WI,56,1,0,0,0
Hillary Clinton,I am not sure/don't know,male,black/african american/negro,"$30,000 to $34,999",Masters degree,AL,30,0,0,1,0
Donald Trump,Donald Trump,male,white,"$30,000 to $34,999","Completed some college, but no degree",SC,51,1,0,0,0
Donald Trump,Donald Trump,female,white,"$45,000 to $49,999",High school graduate,ID,31,1,0,0,0
Donald Trump,Donald Trump,female,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",LA,34,1,0,0,0
Donald Trump,Donald Trump,male,white,"$50,000 to $54,999","Completed some college, but no degree",FL,30,1,0,0,0
Hillary Clinton,Joe Biden,male,black/african american/negro,"$45,000 to $49,999",High school graduate,MO,31,0,1,0,0
Was not eligible to vote,Someone else,female,white,NA,High school graduate,MA,19,0,0,0,1
Was not eligible to vote,Joe Biden,male,white,"$25,000 to $29,999",Associate Degree,FL,61,0,1,0,0
"Did not vote, but was eligible",Donald Trump,male,white,"Less than $14,999",High school graduate,MN,20,1,0,0,0
Was not eligible to vote,Joe Biden,male,white,"$200,000 to $249,999",High school graduate,CO,18,0,1,0,0
Someone else:,Someone else,male,white,"$60,000 to $64,999",Masters degree,WA,20,0,0,0,1
Hillary Clinton,I am not sure/don't know,female,chinese,"$75,000 to $79,999",Associate Degree,NJ,52,0,0,1,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",WI,25,0,1,0,0
"Did not vote, but was eligible",Donald Trump,female,white,"Less than $14,999",High school graduate,OH,29,1,0,0,0
Gary Johnson,Donald Trump,male,white,"$20,000 to $24,999","Completed some college, but no degree",PA,66,1,0,0,0
Donald Trump,Donald Trump,male,white,"$200,000 to $249,999",Doctorate degree,NH,43,1,0,0,0
Donald Trump,Donald Trump,male,white,"$250,000 and above","College Degree (such as B.A., B.S.)",VA,37,1,0,0,0
Donald Trump,Donald Trump,male,"other race, nec","$35,000 to $39,999","College Degree (such as B.A., B.S.)",NC,44,1,0,0,0
Hillary Clinton,Joe Biden,male,black/african american/negro,"$35,000 to $39,999",High school graduate,VA,54,0,1,0,0
Donald Trump,Donald Trump,male,white,"Less than $14,999","Completed some college, but no degree",FL,69,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$25,000 to $29,999","Completed some college, but no degree",NE,66,0,1,0,0
Donald Trump,Donald Trump,female,white,NA,Associate Degree,CA,62,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$150,000 to $174,999",Masters degree,CA,42,0,1,0,0
Hillary Clinton,I am not sure/don't know,female,black/african american/negro,"Less than $14,999","Completed some college, but no degree",IL,46,0,0,1,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"Less than $14,999","Completed some college, but no degree",TX,24,0,1,0,0
Donald Trump,Donald Trump,female,white,"$20,000 to $24,999",Completed some high school,OR,66,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NJ,77,0,1,0,0
"Did not vote, but was eligible",Donald Trump,female,white,"$100,000 to $124,999",Masters degree,SC,41,1,0,0,0
Donald Trump,Donald Trump,male,white,"$125,000 to $149,999",Masters degree,CA,33,1,0,0,0
Gary Johnson,Joe Biden,female,white,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",PA,44,0,1,0,0
Donald Trump,Joe Biden,male,white,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",WA,75,0,1,0,0
"Did not vote, but was eligible",Donald Trump,female,white,NA,Associate Degree,UT,53,1,0,0,0
Was not eligible to vote,Joe Biden,female,white,"$20,000 to $24,999","Completed some college, but no degree",CA,18,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",FL,35,0,1,0,0
Hillary Clinton,Joe Biden,male,other asian or pacific islander,"$65,000 to $69,999",Completed some high school,CA,32,0,1,0,0
Donald Trump,Donald Trump,male,white,"$100,000 to $124,999",Masters degree,CA,45,1,0,0,0
Donald Trump,Donald Trump,female,white,"$50,000 to $54,999",Other post high school vocational training,AZ,53,1,0,0,0
Donald Trump,Donald Trump,male,white,"$150,000 to $174,999",Masters degree,NY,40,1,0,0,0
Donald Trump,I am not sure/don't know,female,white,"$55,000 to $59,999","Completed some college, but no degree",TX,67,0,0,1,0
"Did not vote, but was eligible",I am not sure/don't know,female,black/african american/negro,"$30,000 to $34,999",High school graduate,CA,41,0,0,1,0
Don't recall,Donald Trump,female,white,"Less than $14,999",Completed some high school,TX,38,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$30,000 to $34,999","Completed some college, but no degree",TX,28,0,1,0,0
Donald Trump,Donald Trump,male,white,"$70,000 to $74,999",Masters degree,FL,67,1,0,0,0
Donald Trump,Joe Biden,female,white,"$40,000 to $44,999","Completed some college, but no degree",CA,44,0,1,0,0
Don't recall,I am not sure/don't know,male,white,"$30,000 to $34,999",Completed some high school,OH,41,0,0,1,0
Hillary Clinton,Joe Biden,male,black/african american/negro,"Less than $14,999",High school graduate,CO,57,0,1,0,0
"Did not vote, but was eligible",Joe Biden,female,white,NA,Completed some high school,NV,69,0,1,0,0
Gary Johnson,Joe Biden,male,white,NA,High school graduate,NY,20,0,1,0,0
"Did not vote, but was eligible",Joe Biden,male,black/african american/negro,NA,"Completed some college, but no degree",AZ,38,0,1,0,0
Hillary Clinton,I am not sure/don't know,female,black/african american/negro,"$85,000 to $89,999",Masters degree,CA,36,0,0,1,0
"Did not vote, but was eligible",Joe Biden,male,black/african american/negro,"$70,000 to $74,999","Completed some college, but no degree",FL,24,0,1,0,0
Gary Johnson,Someone else,male,white,"$15,000 to $19,999",Completed some high school,CA,27,0,0,0,1
Donald Trump,Donald Trump,female,white,"$60,000 to $64,999","Completed some college, but no degree",MD,65,1,0,0,0
Was not eligible to vote,Donald Trump,male,white,NA,High school graduate,MN,18,1,0,0,0
"Did not vote, but was eligible",Donald Trump,female,white,"$35,000 to $39,999","Completed some college, but no degree",KY,51,1,0,0,0
Was not eligible to vote,Joe Biden,female,other asian or pacific islander,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",CA,45,0,1,0,0
Hillary Clinton,I am not sure/don't know,male,white,"$150,000 to $174,999","Completed some college, but no degree",TX,64,0,0,1,0
Donald Trump,Donald Trump,female,white,"Less than $14,999",Associate Degree,NY,20,1,0,0,0
Donald Trump,Donald Trump,female,white,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",CA,32,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$35,000 to $39,999","Completed some college, but no degree",NC,42,0,1,0,0
Was not eligible to vote,Someone else,female,"other race, nec","$85,000 to $89,999","Completed some college, but no degree",OH,19,0,0,0,1
Donald Trump,Donald Trump,male,white,"$45,000 to $49,999",Doctorate degree,OH,55,1,0,0,0
Was not eligible to vote,I am not sure/don't know,male,black/african american/negro,"Less than $14,999","Completed some college, but no degree",IL,20,0,0,1,0
Was not eligible to vote,Donald Trump,female,"other race, nec","$35,000 to $39,999","Completed some college, but no degree",TX,20,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$20,000 to $24,999","Completed some college, but no degree",CA,52,0,1,0,0
"Did not vote, but was eligible",I am not sure/don't know,female,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",IL,48,0,0,1,0
Donald Trump,Donald Trump,male,white,"Less than $14,999","Completed some college, but no degree",FL,20,1,0,0,0
Donald Trump,Donald Trump,male,white,"$100,000 to $124,999",High school graduate,NC,40,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",IA,54,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",CA,55,0,1,0,0
Donald Trump,Donald Trump,male,white,"$30,000 to $34,999",High school graduate,GA,78,1,0,0,0
Was not eligible to vote,Joe Biden,male,white,"Less than $14,999","Completed some college, but no degree",CA,62,0,1,0,0
Donald Trump,Donald Trump,female,black/african american/negro,"$30,000 to $34,999",Other post high school vocational training,AZ,54,1,0,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"Less than $14,999","Completed some college, but no degree",SC,37,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$75,000 to $79,999",Associate Degree,OH,76,0,1,0,0
Donald Trump,Joe Biden,male,white,"$100,000 to $124,999",Masters degree,VA,41,0,1,0,0
"Did not vote, but was eligible",Joe Biden,male,white,"Less than $14,999","Completed some college, but no degree",IN,71,0,1,0,0
Hillary Clinton,Donald Trump,male,white,"$150,000 to $174,999",Masters degree,GA,40,1,0,0,0
Donald Trump,Donald Trump,female,white,"$125,000 to $149,999",High school graduate,MA,69,1,0,0,0
Was not eligible to vote,Joe Biden,female,white,"$40,000 to $44,999",Associate Degree,CA,44,0,1,0,0
Donald Trump,Donald Trump,female,white,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",MD,43,1,0,0,0
Donald Trump,I am not sure/don't know,female,white,"$35,000 to $39,999","Completed some college, but no degree",MO,26,0,0,1,0
Gary Johnson,Donald Trump,female,white,"$55,000 to $59,999",High school graduate,OH,37,1,0,0,0
Donald Trump,Donald Trump,male,white,"$250,000 and above",Masters degree,NC,35,1,0,0,0
"Did not vote, but was eligible",Joe Biden,female,other asian or pacific islander,"Less than $14,999","College Degree (such as B.A., B.S.)",WI,21,0,1,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"Less than $14,999",High school graduate,IL,25,0,1,0,0
"Did not vote, but was eligible",Someone else,female,white,"$45,000 to $49,999",Other post high school vocational training,CA,47,0,0,0,1
Hillary Clinton,Joe Biden,female,other asian or pacific islander,"$25,000 to $29,999",Completed some high school,HI,35,0,1,0,0
Hillary Clinton,Joe Biden,male,"other race, nec","$45,000 to $49,999","Completed some college, but no degree",CA,32,0,1,0,0
Donald Trump,Donald Trump,female,white,"$100,000 to $124,999",Masters degree,NY,35,1,0,0,0
Donald Trump,Donald Trump,male,white,"$200,000 to $249,999",Doctorate degree,CA,40,1,0,0,0
Donald Trump,Donald Trump,male,white,"$25,000 to $29,999",Completed some high school,MO,43,1,0,0,0
Donald Trump,Donald Trump,female,white,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",MI,51,1,0,0,0
"Did not vote, but was eligible",Donald Trump,female,white,"Less than $14,999",Completed some high school,IL,48,1,0,0,0
Donald Trump,Donald Trump,male,white,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",NY,31,1,0,0,0
